observation_id,community_taxon_rank,photo_count,project_count,external_history_count,first_external_user_id,first_external_login,first_external_rank,first_external_prior_taxon_ids,most_experienced_user_id,most_experienced_login,most_experienced_rank,max_prior_taxon_ids,zero_experience_external_ids
278706967,subfamily,3,0,1,1922575,gerrit_oehm,genus,41887,1922575,gerrit_oehm,genus,41887,0
279044480,species,1,0,2,7179915,sirhck,species,28995,3565390,matthewvosper,species,184922,0
279180862,species,1,1,2,7179915,sirhck,species,29074,3565390,matthewvosper,species,156069,0
279241814,,1,1,0,,,,,,,,,0
279254323,tribe,2,0,1,1976574,catherine_g,genus,151035,1976574,catherine_g,genus,151035,0
279438422,genus,3,0,1,3565390,matthewvosper,genus,178914,3565390,matthewvosper,genus,178914,0
279440446,,1,0,0,,,,,,,,,0
279700217,genus,2,0,1,3565390,matthewvosper,genus,194288,3565390,matthewvosper,genus,194288,0
279704169,tribe,1,0,1,1922575,gerrit_oehm,species,48851,1922575,gerrit_oehm,species,48851,0
279752766,species,1,0,1,8738408,jeroenvansoolingen,species,537,8738408,jeroenvansoolingen,species,537,0
279784469,genus,1,0,1,3565390,matthewvosper,genus,211022,3565390,matthewvosper,genus,211022,0
279800453,species,2,0,1,1294375,sylvester_k,species,5712,1294375,sylvester_k,species,5712,0
279816961,species,1,0,1,2883211,rkl,species,38445,2883211,rkl,species,38445,0
279909124,species,1,0,1,3565390,matthewvosper,species,198300,3565390,matthewvosper,species,198300,0
280031638,species,2,0,2,1976574,catherine_g,species,151703,1163777,trinaroberts,species,235620,0
280054489,species,1,0,1,3565390,matthewvosper,species,206691,3565390,matthewvosper,species,206691,0
280346947,tribe,1,0,2,3565390,matthewvosper,genus,200730,3565390,matthewvosper,tribe,200751,0
280401882,species,1,0,2,1976574,catherine_g,species,151995,1163777,trinaroberts,species,234991,0
280411484,genus,3,0,2,1163777,trinaroberts,genus,235591,1163777,trinaroberts,genus,235591,0
280637175,order,2,1,1,1742492,gottafeedmycats,family,48,1742492,gottafeedmycats,family,48,0
280767739,genus,1,1,1,1163777,trinaroberts,genus,235919,1163777,trinaroberts,genus,235919,0
280786024,species,3,0,2,396990,kostaszontanos,species,78242,396990,kostaszontanos,species,78242,0
280850886,genus,1,0,2,2883211,rkl,genus,38642,3565390,matthewvosper,genus,155389,0
280970267,species,1,0,2,1976574,catherine_g,species,152617,1163777,trinaroberts,species,235932,0
281011525,genus,1,2,3,1976574,catherine_g,genus,152662,1163777,trinaroberts,genus,238486,0
281092599,species,2,1,1,1976574,catherine_g,species,152863,1976574,catherine_g,species,152863,0
281146463,,3,0,0,,,,,,,,,0
281714145,species,1,0,3,1858505,lrussoutk,genus,748,2883211,rkl,species,50268,0
281831780,,1,0,0,,,,,,,,,0
281857051,species,1,0,2,1163777,trinaroberts,species,236941,1163777,trinaroberts,species,236941,0
282075891,species,1,0,1,5521474,chaym_turak,species,20593,5521474,chaym_turak,species,20593,0
282283796,genus,1,0,2,1163777,trinaroberts,genus,237325,1163777,trinaroberts,genus,237325,0
282327887,species,1,0,1,7179915,sirhck,species,31152,7179915,sirhck,species,31152,0
282338451,species,1,0,1,2883211,rkl,species,38986,2883211,rkl,species,38986,0
282439360,species,1,0,1,3565390,matthewvosper,species,157739,3565390,matthewvosper,species,157739,0
282635915,species,1,0,1,7179915,sirhck,species,31444,7179915,sirhck,species,31444,0
282735325,,2,0,0,,,,,,,,,0
282750737,genus,1,0,1,1163777,trinaroberts,genus,237647,1163777,trinaroberts,genus,237647,0
282772191,species,1,0,1,1163777,trinaroberts,species,237614,1163777,trinaroberts,species,237614,0
282793316,species,3,2,1,1976574,catherine_g,species,154546,1976574,catherine_g,species,154546,0
282852420,species,2,0,1,3565390,matthewvosper,species,158398,3565390,matthewvosper,species,158398,0
282916796,species,1,0,1,1976574,catherine_g,species,154655,1976574,catherine_g,species,154655,0
282919677,,1,0,0,,,,,,,,,0
283010736,species,2,0,1,1976574,catherine_g,species,154834,1976574,catherine_g,species,154834,0
283226272,genus,1,0,2,3565390,matthewvosper,genus,158573,3565390,matthewvosper,genus,158573,0
283275770,genus,3,0,1,1976574,catherine_g,species,155036,1976574,catherine_g,species,155036,0
283377736,species,1,0,2,396990,kostaszontanos,species,94233,3565390,matthewvosper,species,197641,0
283383405,,1,0,0,,,,,,,,,0
283409340,,1,0,0,,,,,,,,,0
283424238,species,1,0,2,1236256,steve_mcwilliam,species,5851,1236256,steve_mcwilliam,species,5853,0
283444811,species,1,0,1,7179915,sirhck,species,31977,7179915,sirhck,species,31977,0
283690028,species,2,0,1,3565390,matthewvosper,species,158841,3565390,matthewvosper,species,158841,0
283845245,species,2,2,1,7179915,sirhck,species,53824,7179915,sirhck,species,53824,0
283996318,class,1,0,1,5384547,exonie,subfamily,10620,5384547,exonie,subfamily,10620,0
284155040,species,1,1,1,1163777,trinaroberts,species,238409,1163777,trinaroberts,species,238409,0
284341244,genus,2,0,1,1976574,catherine_g,species,156407,1976574,catherine_g,species,156407,0
284343688,genus,1,1,1,3565390,matthewvosper,genus,203885,3565390,matthewvosper,genus,203885,0
284501321,genus,2,0,1,7179915,sirhck,genus,32565,7179915,sirhck,genus,32565,0
284773792,species,5,0,1,7463119,kristianoevrum,species,6661,7463119,kristianoevrum,species,6661,0
284774913,genus,2,0,3,5862405,tnddr,subfamily,1135,3565390,matthewvosper,genus,168528,0
284912497,species,3,0,1,3565390,matthewvosper,species,161393,3565390,matthewvosper,species,161393,0
285239032,species,3,1,1,1976574,catherine_g,species,162099,1976574,catherine_g,species,162099,0
285313388,subfamily,3,0,1,5384547,exonie,subfamily,11025,5384547,exonie,subfamily,11025,0
285550810,species,3,0,2,1922575,gerrit_oehm,species,40983,3565390,matthewvosper,species,208974,0
285578939,,1,1,0,,,,,,,,,0
285642403,species,1,0,2,5185459,patricklm35,species,5112,5185459,patricklm35,species,5112,0
285692490,species,1,0,1,1976574,catherine_g,species,158275,1976574,catherine_g,species,158275,0
285740129,species,1,0,1,394281,hinatea,species,1262,394281,hinatea,species,1262,0
285756633,tribe,1,0,3,1257252,pierrenoel,family,358,5384547,exonie,tribe,10868,0
285972390,species,1,0,1,7179915,sirhck,species,33594,7179915,sirhck,species,33594,0
285972768,species,1,0,2,7179915,sirhck,species,33627,396990,kostaszontanos,species,79559,0
286022617,,5,0,0,,,,,,,,,0
286233960,species,1,0,1,2815061,aworsey,species,1786,2815061,aworsey,species,1786,0
286285555,species,1,0,1,1976574,catherine_g,species,159327,1976574,catherine_g,species,159327,0
286313759,genus,1,0,1,7179915,sirhck,species,73937,7179915,sirhck,species,73937,0
286593165,genus,2,1,2,4125782,erikas_diptera,genus,5224,7463119,kristianoevrum,genus,8972,0
286735086,species,3,0,1,1976574,catherine_g,species,159967,1976574,catherine_g,species,159967,0
286761952,species,1,0,1,7179915,sirhck,species,61123,7179915,sirhck,species,61123,0
286770200,class,1,0,2,1434014,julia_shner,class,1,5384547,exonie,subfamily,11047,0
286850683,species,1,0,1,2880987,gergelytarjan,species,5,2880987,gergelytarjan,species,5,0
287010415,,3,0,0,,,,,,,,,0
287043841,,2,0,0,,,,,,,,,0
287405423,species,1,0,2,1163777,trinaroberts,species,240021,1163777,trinaroberts,species,240021,0
287532012,species,1,0,1,8204969,adam_leigh_,species,3384,8204969,adam_leigh_,species,3384,0
287548706,genus,2,0,2,8204969,adam_leigh_,genus,3374,3565390,matthewvosper,genus,164427,0
287822483,,2,0,0,,,,,,,,,0
287869205,genus,1,0,1,3565390,matthewvosper,genus,163009,3565390,matthewvosper,genus,163009,0
287884096,species,1,0,1,1408498,auratus,species,1924,1408498,auratus,species,1924,0
287906291,,1,0,0,,,,,,,,,0
288011623,species,1,0,2,1976574,catherine_g,species,161674,1976574,catherine_g,species,161674,0
288022063,complex,1,1,2,1976574,catherine_g,complex,161730,1163777,trinaroberts,complex,240243,0
288211694,species,1,0,2,2883211,rkl,species,41023,3565390,matthewvosper,species,161185,0
288234453,species,1,0,2,7179915,sirhck,species,63432,3565390,matthewvosper,species,249872,0
288429637,species,1,0,1,1976574,catherine_g,species,162582,1976574,catherine_g,species,162582,0
288472814,species,2,1,1,1922575,gerrit_oehm,species,48219,1922575,gerrit_oehm,species,48219,0
288473417,species,1,0,2,396990,kostaszontanos,species,79982,396990,kostaszontanos,species,79982,0
288722171,genus,1,0,1,3565390,matthewvosper,genus,206954,3565390,matthewvosper,genus,206954,0
288885839,species,1,0,2,1976574,catherine_g,species,163357,1163777,trinaroberts,species,241048,0
289010143,family,4,0,2,7946537,anselmus,family,140,1922575,gerrit_oehm,genus,52661,0
289040261,species,1,0,1,1163777,trinaroberts,species,241105,1163777,trinaroberts,species,241105,0
289080703,species,4,0,1,1976574,catherine_g,species,163632,1976574,catherine_g,species,163632,0
289102883,,1,0,0,,,,,,,,,0
289114147,species,1,0,2,5521474,chaym_turak,species,20977,396990,kostaszontanos,species,80259,0
289278414,,2,0,0,,,,,,,,,0
289293382,species,1,0,1,1801353,mickelliot,species,776,1801353,mickelliot,species,776,0
289392853,species,1,0,1,396990,kostaszontanos,species,80374,396990,kostaszontanos,species,80374,0
289446256,genus,4,0,2,7179915,sirhck,genus,35941,1922575,gerrit_oehm,genus,54368,0
289512611,species,2,1,1,1976574,catherine_g,species,164148,1976574,catherine_g,species,164148,0
289588552,species,2,0,1,8204969,adam_leigh_,species,4040,8204969,adam_leigh_,species,4040,0
289646585,species,1,0,2,1976574,catherine_g,species,164338,1976574,catherine_g,species,164338,0
289817289,species,1,1,2,396990,kostaszontanos,species,80548,396990,kostaszontanos,species,80548,0
289928800,species,1,0,1,1976574,catherine_g,species,164999,1976574,catherine_g,species,164999,0
289935760,,1,0,0,,,,,,,,,0
289949908,species,1,1,1,1976574,catherine_g,species,165093,1976574,catherine_g,species,165093,0
290096366,species,1,0,1,7179915,sirhck,species,36429,7179915,sirhck,species,36429,0
290102522,genus,1,0,2,1922575,gerrit_oehm,genus,42580,3565390,matthewvosper,genus,204993,0
290206617,order,3,0,3,6301038,herpetologia,class,9,8698367,yanamanion,species,5916,0
290514049,species,2,0,1,2883211,rkl,species,42137,2883211,rkl,species,42137,0
290617655,,2,0,0,,,,,,,,,0
290671037,species,1,0,1,1976574,catherine_g,species,166097,1976574,catherine_g,species,166097,0
290793265,species,3,0,1,1976574,catherine_g,species,166204,1976574,catherine_g,species,166204,0
290869846,species,1,0,1,4472993,jballam,species,5610,4472993,jballam,species,5610,0
290871721,species,1,0,1,396990,kostaszontanos,species,81180,396990,kostaszontanos,species,81180,0
291257627,,2,0,0,,,,,,,,,0
291314580,species,6,0,2,1976574,catherine_g,species,167218,1976574,catherine_g,species,167218,0
291437224,,1,0,0,,,,,,,,,0
291465387,,1,0,0,,,,,,,,,0
291480994,species,1,0,1,2883211,rkl,species,42492,2883211,rkl,species,42492,0
291488890,,1,0,0,,,,,,,,,0
291614493,complex,1,1,3,1976574,catherine_g,complex,167370,1163777,trinaroberts,complex,242967,0
291763616,genus,1,0,1,3565390,matthewvosper,species,229485,3565390,matthewvosper,species,229485,0
291890451,species,2,0,1,7179915,sirhck,species,37194,7179915,sirhck,species,37194,0
292217468,species,2,1,2,1976574,catherine_g,species,168346,1976574,catherine_g,species,168346,0
292343228,species,3,0,1,1976574,catherine_g,species,168568,1976574,catherine_g,species,168568,0
292379768,species,1,0,2,1976574,catherine_g,species,168662,1163777,trinaroberts,species,243429,0
292441620,tribe,1,0,1,1922575,gerrit_oehm,tribe,49951,1922575,gerrit_oehm,tribe,49951,0
292577988,species,1,0,1,2815061,aworsey,species,1935,2815061,aworsey,species,1935,0
292706408,species,1,0,1,396990,kostaszontanos,form,82124,396990,kostaszontanos,form,82124,0
292760232,genus,2,0,2,1976574,catherine_g,genus,169323,1163777,trinaroberts,genus,243485,0
292779302,genus,1,0,1,1163777,trinaroberts,genus,257847,1163777,trinaroberts,genus,257847,0
292780385,species,7,1,1,1976574,catherine_g,species,169331,1976574,catherine_g,species,169331,0
292801028,,1,0,0,,,,,,,,,0
292932112,genus,1,0,1,3565390,matthewvosper,genus,227353,3565390,matthewvosper,genus,227353,0
292949965,genus,2,0,1,1922575,gerrit_oehm,genus,57655,1922575,gerrit_oehm,genus,57655,0
292992935,species,2,0,1,7179915,sirhck,species,37761,7179915,sirhck,species,37761,0
293364261,species,6,0,1,3565390,matthewvosper,species,163462,3565390,matthewvosper,species,163462,0
293421307,complex,3,0,1,3893279,morcutt,complex,446,3893279,morcutt,complex,446,0
293552064,species,4,0,3,3916,sandyrae,genus,4998,3565390,matthewvosper,species,178177,0
293688489,subtribe,1,0,3,179567,janmar,family,1314,3565390,matthewvosper,subtribe,207197,0
293907587,genus,1,0,1,1163777,trinaroberts,genus,263652,1163777,trinaroberts,genus,263652,0
294042732,species,2,0,1,1922575,gerrit_oehm,species,42828,1922575,gerrit_oehm,species,42828,0
294100738,species,2,1,2,396990,kostaszontanos,species,82384,396990,kostaszontanos,species,82384,0
