observation_id,outcome_group,community_taxon_rank,photo_count,project_count,total_id_count,external_id_count,first_id_owner,first_id_rank,first_id_category,first_id_vision,first_external_user_id,first_external_rank,first_external_category,first_external_vision,first_external_disagreement,second_external_rank,second_external_category,second_external_disagreement,hours_to_first_external,hours_first_to_last_external,any_external_disagreement,any_external_vision
268549308,none,,1,0,1,0,True,species,leading,False,,,,,,,,,,,False,False
268630035,species,species,3,1,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,4.73,0.0,False,False
268697523,species,species,1,0,3,2,True,genus,improving,True,7179915,species,improving,True,False,species,supporting,False,0.13,66.5,False,True
268703560,none,,2,0,1,0,True,genus,leading,False,,,,,,,,,,,False,False
268761534,species,species,2,0,2,1,True,species,improving,True,2883211,species,supporting,False,False,,,,0.29,0.0,False,False
268991533,species,species,3,0,3,2,True,species,improving,True,1976574,species,supporting,False,False,species,supporting,False,1.24,4.26,False,False
268997088,genus,genus,1,0,3,2,False,genus,improving,False,2883211,genus,improving,False,True,genus,supporting,False,11.19,781.4,True,False
269078203,species,species,1,1,2,1,False,species,improving,False,1976574,species,improving,False,True,,,,7.44,0.0,True,False
269318319,species,species,1,0,3,2,True,species,improving,False,2883211,species,supporting,False,False,species,supporting,False,0.26,0.46,False,False
269425258,none,,1,0,1,0,True,species,leading,True,,,,,,,,,,,False,False
269436894,species,species,1,0,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,3.2,0.0,False,False
269470733,species,species,4,0,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,0.6,0.0,False,False
269583701,species,species,2,0,2,1,True,species,improving,True,8529011,species,supporting,False,False,,,,85.17,0.0,False,False
269646915,genus,genus,1,0,2,1,True,species,leading,True,3565390,genus,improving,False,True,,,,3291.02,0.0,True,False
269815314,species,species,1,0,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,1.23,0.0,False,False
270051334,species,species,1,0,2,1,True,species,improving,True,11700,species,supporting,False,False,,,,7.65,0.0,False,False
270138344,species,species,1,0,2,1,True,species,improving,False,396990,species,supporting,False,False,,,,0.01,0.0,False,False
270170932,genus,genus,2,0,3,2,True,family,improving,False,8204969,genus,improving,False,False,genus,supporting,False,607.2,385.71,False,False
270209310,none,,1,0,1,0,True,genus,leading,False,,,,,,,,,,,False,False
270250738,none,,2,0,1,0,True,species,leading,False,,,,,,,,,,,False,False
270273125,species,species,1,0,4,3,True,genus,improving,True,396990,species,improving,False,False,species,supporting,False,0.37,99.68,False,False
270471914,species,species,3,0,2,1,False,species,improving,False,396990,species,improving,False,True,,,,11.74,0.0,True,False
270491929,species,species,3,1,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,2.11,0.0,False,False
270512811,other,tribe,1,0,2,1,True,tribe,improving,True,382941,genus,leading,False,False,,,,0.07,0.0,False,False
270702443,species,species,1,0,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,0.59,0.0,False,False
270924358,species,species,2,0,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,9561.79,0.0,False,False
271099846,species,species,1,0,2,1,True,species,improving,False,1976574,species,supporting,False,False,,,,101.53,0.0,False,False
271444756,none,,5,0,1,0,True,species,leading,True,,,,,,,,,,,False,False
271551404,species,species,1,1,3,2,False,species,improving,False,1976574,species,improving,False,False,species,supporting,False,98.72,6.32,False,False
271559312,none,,3,1,1,0,True,species,leading,True,,,,,,,,,,,False,False
271569547,species,species,1,0,3,2,True,genus,improving,True,3565390,species,improving,False,False,species,supporting,False,5278.87,227.32,False,False
271668984,species,species,2,0,2,1,True,species,improving,True,3565390,species,supporting,False,False,,,,4776.32,0.0,False,False
271794188,species,species,2,1,3,2,True,species,improving,True,1976574,species,supporting,False,False,species,supporting,False,1.36,1.74,False,False
271891247,species,species,1,0,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,0.26,0.0,False,False
272011885,none,,2,0,1,0,True,genus,leading,True,,,,,,,,,,,False,False
272079774,genus,genus,3,0,3,2,True,tribe,improving,True,1163777,genus,improving,False,False,species,leading,False,487.89,11048.16,False,False
272092983,species,species,2,0,2,1,False,species,improving,False,1163777,species,improving,False,False,,,,605.01,0.0,False,False
272170459,species,species,4,0,2,1,True,species,improving,False,1163777,species,supporting,False,False,,,,475.62,0.0,False,False
272436293,species,species,1,0,2,1,True,species,improving,True,2883211,species,supporting,False,False,,,,1.06,0.0,False,False
272645098,other,tribe,1,0,3,3,False,order,improving,False,1858505,order,improving,False,,genus,leading,False,1792.48,6922.69,True,False
272820365,species,species,1,0,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,0.21,0.0,False,False
272844652,species,species,2,0,2,1,True,species,improving,True,349183,species,supporting,False,False,,,,0.63,0.0,False,False
273174158,species,species,2,0,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,6308.67,0.0,False,False
273221394,species,species,6,0,2,1,True,species,improving,False,2883211,species,supporting,False,False,,,,0.91,0.0,False,False
273238378,none,,4,0,1,0,True,species,leading,False,,,,,,,,,,,False,False
273324331,none,,4,0,1,1,False,subfamily,leading,False,1858505,subfamily,leading,False,,,,,1313.57,0.0,False,False
273587974,none,,2,0,1,0,True,species,leading,True,,,,,,,,,,,False,False
273802438,none,,1,0,1,1,False,family,leading,False,7679729,family,leading,False,,,,,1.0,0.0,False,False
273811017,none,,4,0,1,0,True,species,leading,True,,,,,,,,,,,False,False
273923562,none,,1,0,1,0,True,genus,leading,False,,,,,,,,,,,False,False
273977038,species,species,1,0,2,1,True,species,improving,False,1976574,species,supporting,False,False,,,,4.14,0.0,False,False
274060998,species,species,1,0,2,1,True,species,improving,True,1163777,species,supporting,False,False,,,,0.53,0.0,False,False
274113441,species,species,1,0,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,0.98,0.0,False,False
274167599,species,species,1,0,2,1,True,species,improving,True,5521474,species,supporting,False,False,,,,2.93,0.0,False,False
274426002,species,species,1,0,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,0.67,0.0,False,False
274491442,genus,genus,1,0,3,2,True,tribe,improving,True,7463119,genus,improving,False,False,genus,supporting,False,6683.93,421.25,False,False
274729878,species,species,1,0,3,2,True,genus,improving,True,1976574,species,improving,False,False,species,supporting,False,5.36,149.79,False,False
274784638,other,tribe,1,1,2,1,True,tribe,improving,True,1163777,tribe,supporting,False,False,,,,154.28,0.0,False,False
274802538,species,species,2,0,2,1,False,species,improving,False,1791447,species,improving,False,True,,,,1.41,0.0,True,False
274833755,species,species,1,0,2,1,True,species,improving,False,7179915,species,supporting,False,False,,,,0.79,0.0,False,False
274843237,none,,1,0,1,0,True,species,leading,True,,,,,,,,,,,False,False
274858828,species,species,2,0,3,2,True,genus,improving,True,2883211,species,improving,False,False,species,supporting,False,0.36,0.01,False,False
274871083,none,,1,0,1,1,False,subfamily,leading,True,3599717,subfamily,leading,True,,,,,2677.73,0.0,False,True
274934289,genus,genus,2,0,2,1,True,genus,improving,False,3848490,species,leading,True,False,,,,174.7,0.0,False,True
275004172,none,,1,0,1,0,True,species,leading,False,,,,,,,,,,,False,False
275028836,species,species,2,0,2,1,True,species,improving,True,5418077,species,supporting,False,False,,,,8609.13,0.0,False,False
275171881,species,species,1,1,2,1,True,species,improving,True,1163777,species,supporting,False,False,,,,0.08,0.0,False,False
275387093,species,species,1,0,2,1,True,species,improving,True,2883211,species,supporting,False,False,,,,0.46,0.0,False,False
275387926,genus,genus,1,0,2,1,True,species,leading,True,3565390,genus,improving,False,True,,,,5814.59,0.0,True,False
275554975,none,,3,0,1,0,True,genus,leading,False,,,,,,,,,,,False,False
275619123,species,species,3,0,2,1,True,species,improving,False,960916,species,supporting,False,False,,,,56.58,0.0,False,False
275917553,none,,1,0,1,0,True,species,leading,True,,,,,,,,,,,False,False
276325895,none,,1,0,1,0,True,subfamily,leading,False,,,,,,,,,,,False,False
276508818,none,,3,0,1,0,True,family,leading,False,,,,,,,,,,,False,False
276517834,species,species,3,0,2,1,False,species,improving,False,3565390,species,improving,False,False,,,,3559.06,0.0,False,False
276790372,species,species,1,0,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,0.38,0.0,False,False
276982400,species,species,1,0,3,2,True,species,improving,True,5934861,species,supporting,False,False,species,supporting,False,5719.57,46.23,False,False
277044773,species,species,1,0,3,2,True,species,improving,True,7179915,species,supporting,False,False,species,supporting,False,0.34,1.97,False,False
277541867,species,species,1,0,2,1,True,species,improving,True,747360,species,supporting,False,False,,,,0.13,0.0,False,False
277713513,species,species,1,0,2,1,True,species,improving,False,8204969,species,supporting,False,False,,,,1275.15,0.0,False,False
277723724,species,species,1,0,2,1,False,species,improving,True,7179915,species,improving,True,False,,,,19.66,0.0,False,True
277733002,species,species,4,0,3,2,True,species,improving,True,1976574,species,supporting,False,False,species,supporting,False,537.2,2656.93,False,False
277857917,other,tribe,2,0,2,1,True,tribe,improving,False,3565390,tribe,supporting,False,False,,,,165.81,0.0,False,False
277934180,none,,1,0,1,0,True,genus,leading,True,,,,,,,,,,,False,False
277978971,species,species,2,0,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,0.25,0.0,False,False
277995621,genus,genus,3,0,3,2,True,family,improving,True,7179915,genus,improving,False,False,subgenus,leading,False,1.51,5494.81,False,False
278114659,species,species,1,0,2,1,True,species,improving,True,3565390,species,supporting,False,False,,,,4599.15,0.0,False,False
278174635,species,species,1,0,3,2,True,subtribe,improving,True,7179915,species,improving,True,False,species,supporting,False,3445.92,5121.84,False,True
278230297,species,species,1,0,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,5.86,0.0,False,False
278533583,species,species,2,0,2,1,False,species,improving,False,1976574,species,improving,False,False,,,,69.39,0.0,False,False
278584861,species,species,2,0,3,2,True,species,improving,True,8738408,species,supporting,False,False,species,supporting,False,6.57,23.6,False,False
278703254,species,species,2,0,2,1,True,species,improving,True,3565390,species,supporting,False,False,,,,2936.83,0.0,False,False
278706967,other,subfamily,3,0,2,1,True,subfamily,improving,True,1922575,genus,leading,False,False,,,,1252.57,0.0,False,False
279044480,species,species,1,0,3,2,True,genus,improving,True,7179915,species,improving,True,False,species,supporting,False,1.5,4721.61,False,True
279180862,species,species,1,1,3,2,True,genus,improving,True,7179915,species,improving,True,False,species,supporting,False,0.62,203.58,False,True
279241814,none,,1,1,1,0,True,subfamily,leading,True,,,,,,,,,,,False,False
279254323,other,tribe,2,0,2,1,True,species,leading,False,1976574,genus,leading,False,True,,,,1.17,0.0,True,False
279438422,genus,genus,3,0,2,1,True,species,leading,False,3565390,genus,improving,False,True,,,,3632.99,0.0,True,False
279440446,none,,1,0,1,0,True,species,leading,False,,,,,,,,,,,False,False
279700217,genus,genus,2,0,2,1,True,species,leading,True,3565390,genus,improving,False,True,,,,5588.45,0.0,True,False
279704169,other,tribe,1,0,2,1,True,species,leading,False,1922575,species,leading,False,True,,,,1892.94,0.0,True,False
279752766,species,species,1,0,2,1,True,species,improving,False,8738408,species,supporting,False,False,,,,0.33,0.0,False,False
279784469,genus,genus,1,0,2,1,True,genus,improving,True,3565390,genus,supporting,False,False,,,,6516.65,0.0,False,False
279800453,species,species,2,0,2,1,True,species,improving,True,1294375,species,supporting,False,False,,,,10987.98,0.0,False,False
279816961,species,species,1,0,2,1,True,species,improving,True,2883211,species,supporting,False,False,,,,10.2,0.0,False,False
279909124,species,species,1,0,2,1,True,species,improving,True,3565390,species,supporting,False,False,,,,5769.26,0.0,False,False
280031638,species,species,2,0,3,2,True,genus,improving,True,1976574,species,improving,False,False,species,supporting,False,0.39,57.3,False,False
280054489,species,species,1,0,2,1,True,species,improving,True,3565390,species,supporting,False,False,,,,6119.98,0.0,False,False
280346947,other,tribe,1,0,2,1,True,genus,leading,True,3565390,tribe,improving,False,True,,,,5852.27,0.0,True,False
280401882,species,species,1,0,3,2,False,species,improving,False,1976574,species,improving,False,True,species,supporting,False,1.08,1.24,True,False
280411484,genus,genus,3,0,3,2,True,species,leading,True,1163777,genus,improving,False,True,genus,supporting,False,28.02,5783.36,True,False
280636911,none,,1,1,1,0,True,genus,leading,False,,,,,,,,,,,False,False
280767739,genus,genus,1,1,2,1,True,species,leading,True,1163777,genus,improving,False,True,,,,17.1,0.0,True,False
280786024,species,species,3,0,3,2,True,species,improving,False,396990,species,supporting,False,False,species,supporting,False,1.03,4.44,False,False
280850886,genus,genus,1,0,3,2,True,genus,improving,True,2883211,genus,supporting,False,False,genus,supporting,False,0.11,12.01,False,False
280970267,species,species,1,0,3,2,True,genus,improving,True,1976574,species,improving,False,False,species,supporting,False,3.76,6.72,False,False
281011525,genus,genus,1,2,4,3,True,subfamily,improving,True,1976574,genus,improving,False,False,genus,supporting,False,1.22,6223.28,False,False
281092599,species,species,2,1,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,6.08,0.0,False,False
281146463,none,,3,0,1,0,True,tribe,leading,True,,,,,,,,,,,False,False
281714145,species,species,1,0,3,3,False,genus,improving,True,1858505,genus,improving,True,,species,improving,False,3819.04,78.51,False,True
281831780,none,,1,0,1,0,True,subfamily,leading,True,,,,,,,,,,,False,False
281857051,species,species,1,0,3,2,False,species,improving,False,1163777,species,improving,False,False,species,supporting,False,4.61,0.47,False,False
282075891,species,species,1,0,2,1,True,species,improving,True,5521474,species,supporting,False,False,,,,70.22,0.0,False,False
282283796,genus,genus,1,0,3,2,False,genus,improving,False,1163777,genus,improving,False,True,genus,supporting,False,0.82,11.1,True,False
282327887,species,species,1,0,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,2.65,0.0,False,False
282338451,species,species,1,0,2,1,False,species,improving,False,2883211,species,improving,False,False,,,,4.43,0.0,False,False
282439360,species,species,1,0,2,1,True,species,improving,True,3565390,species,supporting,False,False,,,,0.03,0.0,False,False
282635915,species,species,1,0,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,2.94,0.0,False,False
282735325,none,,2,0,1,0,True,genus,leading,True,,,,,,,,,,,False,False
282750737,genus,genus,1,0,2,1,False,genus,improving,False,1163777,genus,improving,False,True,,,,5.3,0.0,True,False
282772191,species,species,1,0,2,1,True,species,improving,True,1163777,species,supporting,False,False,,,,3.29,0.0,False,False
282793316,species,species,3,2,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,0.07,0.0,False,False
282852420,species,species,2,0,2,1,True,species,improving,True,3565390,species,supporting,False,False,,,,24.96,0.0,False,False
282916796,species,species,1,0,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,0.06,0.0,False,False
282919677,none,,1,0,1,0,True,genus,leading,True,,,,,,,,,,,False,False
283010736,species,species,2,0,2,1,True,species,improving,False,1976574,species,supporting,False,False,,,,3.41,0.0,False,False
283226272,genus,genus,1,0,3,2,True,family,improving,False,3565390,genus,improving,False,False,genus,supporting,False,11.06,13.88,False,False
283275770,genus,genus,3,0,2,1,True,genus,improving,True,1976574,species,leading,False,False,,,,0.51,0.0,False,False
283377736,species,species,1,0,3,2,True,genus,improving,True,396990,species,improving,False,False,species,supporting,False,4628.26,755.07,False,False
283383405,none,,1,0,1,0,True,tribe,leading,True,,,,,,,,,,,False,False
283409340,none,,1,0,1,0,True,genus,leading,True,,,,,,,,,,,False,False
283424238,species,species,1,0,2,1,True,species,improving,False,1236256,species,supporting,False,False,,,,1.26,0.0,False,False
283444811,species,species,1,0,2,1,False,species,improving,True,7179915,species,improving,True,True,,,,13.01,0.0,True,True
283690028,species,species,2,0,2,1,True,species,improving,False,3565390,species,supporting,False,False,,,,2.38,0.0,False,False
283845245,species,species,2,2,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,3413.94,0.0,False,False
283996318,other,class,1,0,2,1,True,class,improving,False,5384547,subfamily,leading,False,False,,,,16.25,0.0,False,False
284155040,species,species,1,1,2,1,True,species,improving,True,1163777,species,supporting,False,False,,,,0.16,0.0,False,False
284341244,genus,genus,2,0,2,1,True,genus,improving,False,1976574,species,leading,False,False,,,,0.03,0.0,False,False
284343688,genus,genus,1,1,2,1,True,genus,improving,False,3565390,genus,supporting,False,False,,,,5655.57,0.0,False,False
284501321,genus,genus,2,0,2,1,False,genus,improving,False,7179915,genus,improving,False,False,,,,0.51,0.0,False,False
284773792,species,species,5,0,2,1,False,species,improving,False,7463119,species,improving,False,True,,,,5622.94,0.0,True,False
284774913,genus,genus,2,0,4,3,False,subfamily,improving,False,5862405,subfamily,improving,False,,genus,improving,False,42.79,1216.99,False,False
284912497,species,species,3,0,2,1,True,species,improving,False,3565390,species,supporting,False,False,,,,566.55,0.0,False,False
285239032,species,species,3,1,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,240.45,0.0,False,False
285313388,other,subfamily,3,0,2,1,False,subfamily,improving,False,5384547,subfamily,improving,False,False,,,,76.17,0.0,False,False
285550810,species,species,3,0,3,2,True,genus,improving,True,1922575,species,improving,False,False,species,supporting,False,147.73,5732.37,False,False
285578939,none,,1,1,1,0,True,family,leading,False,,,,,,,,,,,False,False
285642403,species,species,1,0,3,2,True,species,improving,False,5185459,species,supporting,False,False,species,supporting,False,2.38,900.25,False,False
285692490,species,species,1,0,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,0.38,0.0,False,False
285740129,species,species,1,0,2,1,True,species,improving,True,394281,species,supporting,False,False,,,,2.42,0.0,False,False
285756633,other,tribe,1,0,3,3,False,family,improving,False,1257252,family,improving,False,,tribe,improving,False,12.79,5671.57,False,False
285972390,species,species,1,0,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,0.18,0.0,False,False
285972768,species,species,1,0,3,2,True,genus,improving,True,7179915,species,improving,True,False,species,supporting,False,3.15,16.4,False,True
286022617,none,,5,0,1,0,True,species,leading,True,,,,,,,,,,,False,False
286233960,species,species,1,0,2,1,True,species,improving,True,2815061,species,supporting,False,False,,,,0.03,0.0,False,False
286285555,species,species,1,0,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,13.34,0.0,False,False
286313759,genus,genus,1,0,2,1,True,genus,improving,True,7179915,species,leading,True,False,,,,8394.62,0.0,False,True
286593165,genus,genus,2,1,3,2,True,tribe,improving,True,4125782,genus,improving,False,False,genus,supporting,False,23.31,6075.0,False,False
286735086,species,species,3,0,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,8.34,0.0,False,False
286761952,species,species,1,0,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,5089.68,0.0,False,False
286770200,other,class,1,0,2,2,False,class,improving,False,1434014,class,improving,False,,subfamily,leading,False,0.02,0.6,False,False
286850683,species,species,1,0,2,1,True,species,improving,True,2880987,species,supporting,True,False,,,,1.09,0.0,False,True
287010415,none,,3,0,1,0,True,species,leading,False,,,,,,,,,,,False,False
287043841,none,,2,0,1,0,True,genus,leading,True,,,,,,,,,,,False,False
287405423,species,species,1,0,3,2,True,genus,improving,True,1163777,species,improving,False,False,species,supporting,False,25.86,3978.01,False,False
287532012,species,species,1,0,2,1,True,species,improving,False,8204969,species,supporting,False,False,,,,7.54,0.0,False,False
287548706,genus,genus,2,0,3,2,True,species,leading,False,8204969,genus,improving,False,True,genus,supporting,False,5.83,650.2,True,False
287822483,none,,2,0,1,0,True,species,leading,True,,,,,,,,,,,False,False
287869205,genus,genus,1,0,2,1,True,genus,improving,True,3565390,genus,supporting,False,False,,,,462.96,0.0,False,False
287884096,species,species,1,0,2,1,True,species,improving,True,1408498,species,supporting,False,False,,,,21.2,0.0,False,False
287906291,none,,1,0,1,0,True,species,leading,True,,,,,,,,,,,False,False
288011623,species,species,1,0,3,2,True,genus,improving,True,1976574,species,improving,False,False,species,supporting,False,0.75,23.92,False,False
288022063,other,complex,1,1,3,2,True,tribe,improving,True,1976574,complex,improving,False,False,complex,supporting,False,0.57,0.13,False,False
288211694,species,species,1,0,3,2,True,family,improving,False,2883211,species,improving,False,False,species,supporting,False,0.88,192.26,False,False
288234453,species,species,1,0,3,2,True,family,improving,False,7179915,species,improving,True,False,species,supporting,False,5301.76,4852.83,False,True
288429637,species,species,1,0,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,2.6,0.0,False,False
288472814,species,species,2,1,2,1,True,species,improving,True,1922575,species,supporting,False,False,,,,1007.08,0.0,False,False
288473417,species,species,1,0,3,2,True,genus,improving,True,396990,species,improving,False,False,species,supporting,False,15.9,5187.26,False,False
288722171,genus,genus,1,0,2,1,False,genus,improving,False,3565390,genus,improving,False,True,,,,5374.87,0.0,True,False
288885839,species,species,1,0,3,2,True,genus,improving,False,1976574,species,improving,False,False,species,supporting,False,0.38,4.85,False,False
289010143,other,family,4,0,3,2,True,class,improving,False,7946537,family,improving,False,False,genus,leading,False,3.3,2064.39,False,False
289040261,species,species,1,0,2,1,True,species,improving,True,1163777,species,supporting,False,False,,,,0.09,0.0,False,False
289080703,species,species,4,0,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,1.09,0.0,False,False
289102883,none,,1,0,1,0,True,species,leading,True,,,,,,,,,,,False,False
289114147,species,species,1,0,3,2,True,genus,improving,False,5521474,species,improving,False,False,species,supporting,False,0.76,8.31,False,False
289278414,none,,2,0,1,0,True,tribe,leading,False,,,,,,,,,,,False,False
289293382,species,species,1,0,2,1,True,species,improving,True,1801353,species,supporting,False,False,,,,0.41,0.0,False,False
289392853,species,species,1,0,2,1,True,species,improving,False,396990,species,supporting,False,False,,,,6.33,0.0,False,False
289446256,genus,genus,4,0,3,2,False,genus,improving,False,7179915,genus,improving,False,False,genus,supporting,False,0.48,3319.92,False,False
289512611,species,species,2,1,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,5.19,0.0,False,False
289588552,species,species,2,0,2,1,False,species,improving,False,8204969,species,improving,False,True,,,,2.77,0.0,True,False
289646585,species,species,1,0,3,2,True,species,improving,True,1976574,species,supporting,False,False,species,supporting,False,0.41,21.21,False,False
289817289,species,species,1,1,3,2,False,species,improving,False,396990,species,improving,False,False,species,supporting,False,19.33,106.52,False,False
289928800,species,species,1,0,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,0.12,0.0,False,False
289935760,none,,1,0,1,0,True,genus,leading,False,,,,,,,,,,,False,False
289949908,species,species,1,1,2,1,True,species,improving,False,1976574,species,supporting,False,False,,,,1.23,0.0,False,False
290096366,species,species,1,0,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,4.98,0.0,False,False
290102522,genus,genus,1,0,3,2,True,species,leading,True,1922575,genus,improving,False,True,genus,supporting,False,334.1,4836.84,True,False
290206617,other,order,3,0,3,3,False,class,improving,False,6301038,class,improving,False,,order,improving,False,2.2,6510.27,False,True
290514049,species,species,2,0,2,1,True,species,improving,True,2883211,species,supporting,False,False,,,,12.4,0.0,False,False
290617655,none,,2,0,1,0,True,species,leading,False,,,,,,,,,,,False,False
290671037,species,species,1,0,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,10.81,0.0,False,False
290793265,species,species,3,0,2,1,False,species,improving,False,1976574,species,improving,False,False,,,,2.62,0.0,False,False
290869846,species,species,1,0,2,1,True,species,improving,True,4472993,species,supporting,False,False,,,,0.25,0.0,False,False
290871721,species,species,1,0,2,1,True,species,improving,True,396990,species,supporting,False,False,,,,0.85,0.0,False,False
291257627,none,,2,0,1,0,True,subfamily,leading,True,,,,,,,,,,,False,False
291314580,species,species,6,0,3,2,True,tribe,improving,True,1976574,species,improving,False,False,species,supporting,False,22.07,6983.13,False,False
291437224,none,,1,0,1,0,True,tribe,leading,False,,,,,,,,,,,False,False
291465387,none,,1,0,1,0,True,genus,leading,True,,,,,,,,,,,False,False
291480994,species,species,1,0,2,1,True,species,improving,True,2883211,species,supporting,False,False,,,,0.62,0.0,False,False
291488890,none,,1,0,1,0,True,genus,leading,False,,,,,,,,,,,False,False
291614493,other,complex,1,1,4,3,False,complex,improving,False,1976574,complex,improving,False,True,complex,supporting,False,4.71,16.14,True,False
291763616,genus,genus,1,0,2,1,True,species,leading,True,3565390,species,leading,False,True,,,,7110.94,0.0,True,False
291890451,species,species,2,0,2,1,True,species,improving,False,7179915,species,supporting,False,False,,,,0.31,0.0,False,False
292217468,species,species,2,1,3,2,True,species,improving,True,1976574,species,supporting,False,False,species,supporting,False,0.64,1839.95,False,False
292343228,species,species,3,0,2,1,True,species,improving,True,1976574,species,supporting,False,False,,,,1.93,0.0,False,False
292379768,species,species,1,0,3,2,True,genus,improving,True,1976574,species,improving,False,False,species,supporting,False,3.29,9.17,False,False
292441620,other,tribe,1,0,2,1,True,species,leading,True,1922575,tribe,improving,False,False,,,,974.4,0.0,False,False
292577988,species,species,1,0,2,1,True,species,improving,True,2815061,species,supporting,False,False,,,,0.06,0.0,False,False
292706408,species,species,1,0,2,1,True,species,improving,True,396990,form,leading,False,False,,,,12.77,0.0,False,False
292760232,genus,genus,2,0,3,2,False,genus,improving,False,1976574,genus,improving,False,True,genus,supporting,False,1.95,1.09,True,False
292779302,genus,genus,1,0,2,1,False,genus,improving,False,1163777,genus,improving,False,True,,,,1915.82,0.0,True,False
292780385,species,species,7,1,2,1,False,species,improving,False,1976574,species,improving,False,False,,,,0.09,0.0,False,False
292801028,none,,1,0,1,0,True,genus,leading,True,,,,,,,,,,,False,False
292932112,genus,genus,1,0,2,1,False,genus,improving,False,3565390,genus,improving,False,True,,,,6741.14,0.0,True,False
292949965,genus,genus,2,0,2,1,True,genus,improving,False,1922575,genus,supporting,False,False,,,,4146.02,0.0,False,False
292992935,species,species,2,0,2,1,True,species,improving,True,7179915,species,supporting,False,False,,,,4.48,0.0,False,False
293364261,species,species,6,0,2,1,True,species,improving,False,3565390,species,supporting,False,False,,,,8.11,0.0,False,False
293421307,other,complex,3,0,2,1,False,complex,improving,True,3893279,complex,improving,True,False,,,,12.96,0.0,False,True
293552064,species,species,4,0,4,3,True,family,improving,False,3916,genus,improving,True,False,species,improving,False,8.64,2767.86,False,True
293688489,other,subtribe,1,0,4,3,True,subclass,improving,False,179567,family,improving,False,False,subtribe,improving,False,4954.2,2858.18,False,False
293907587,genus,genus,1,0,2,1,True,species,leading,True,1163777,genus,improving,False,True,,,,7348.16,0.0,True,False
294042732,species,species,2,0,2,1,True,species,improving,True,1922575,species,supporting,False,False,,,,6.42,0.0,False,False
294100738,species,species,2,1,3,2,True,species,improving,True,396990,species,supporting,False,False,species,supporting,False,14.65,0.96,False,False
