observation_id,outcome_group,community_taxon_rank,photo_count,project_count,history_id_count,current_id_count,withdrawn_id_count,owner_history_count,external_history_count,first_owner_rank,final_owner_rank,owner_rank_changed,first_external_rank,first_external_category,first_external_disagreement,first_species_by,first_species_current,historical_maverick,historical_disagreement,hours_post_to_first_owner,hours_post_to_first_external,hours_post_to_first_species,hours_post_to_first_external_species,hours_owner_to_first_external
266915638,species,species,3,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,1.09,0.0,1.09,1.09
266949103,species,species,1,0,4,4,0,1,3,species,species,False,species,improving,True,owner,True,True,True,0.0,0.71,0.0,0.71,0.71
266958341,species,species,1,0,3,3,0,1,2,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.65,0.0,0.65,0.65
266998022,other,tribe,4,0,2,2,0,1,1,tribe,tribe,False,species,leading,False,external,True,False,False,0.0,1.33,1.33,1.33,1.33
267044097,species,species,5,0,4,4,0,1,3,subclass,subclass,False,genus,improving,False,external,True,False,False,0.0,6.54,4100.97,4100.97,6.54
267104740,genus,genus,1,0,2,2,0,1,1,genus,genus,False,species,leading,False,external,True,False,False,0.0,7010.13,7010.13,7010.13,7010.13
267127713,none,,1,0,1,1,0,1,0,tribe,tribe,False,,,,,,False,False,0.0,,,,
267139031,species,species,4,1,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.19,0.0,0.19,0.19
267142320,species,species,3,1,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.02,0.33,0.02,0.33,0.31
267182059,none,,3,0,1,1,0,1,0,genus,genus,False,,,,,,False,False,0.0,,,,
267222551,species,species,1,0,3,3,0,1,2,genus,genus,False,species,improving,False,external,True,False,False,0.0,1.4,1.4,1.4,1.4
267224988,genus,genus,1,1,2,2,0,1,1,genus,genus,False,species,leading,False,external,True,False,False,0.0,177.87,177.87,177.87,177.87
267247085,none,,1,0,1,1,0,1,0,subfamily,subfamily,False,,,,,,False,False,0.0,,,,
267364044,species,species,1,1,4,3,1,1,3,genus,,False,species,improving,False,external,True,False,False,0.0,2.86,2.86,2.86,2.86
267384667,other,tribe,1,0,4,4,0,1,3,order,order,False,subfamily,improving,False,,,False,False,0.0,23.32,,,23.32
267407165,other,family,4,0,2,2,0,0,2,,,False,family,improving,,external,True,False,False,,6.22,22.45,22.45,
267431504,none,,1,0,1,1,0,1,0,genus,genus,False,,,,,,False,False,0.0,,,,
267456251,species,species,4,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.84,0.0,0.84,0.84
267517738,species,species,3,0,3,3,0,1,2,genus,genus,False,species,improving,False,external,True,False,False,0.0,0.36,0.36,0.36,0.36
267580891,species,species,2,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,1.46,0.0,1.46,1.46
267679429,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,127.21,0.0,127.21,127.21
267686079,species,species,1,1,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,40.97,0.0,40.97,40.97
267800034,other,subfamily,1,0,2,2,0,1,1,genus,genus,False,tribe,leading,True,,,False,True,0.0,36.07,,,36.07
267878796,species,species,2,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,3.2,0.0,3.2,3.2
267882296,genus,genus,1,0,4,3,1,2,2,order,genus,True,family,improving,False,,,False,False,0.0,0.47,,,0.47
267923976,species,species,1,0,3,2,1,2,1,species,species,False,species,improving,True,owner,False,True,True,0.0,0.62,0.0,0.62,0.62
267926948,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.88,0.0,0.88,0.87
267941539,none,,3,0,1,1,0,1,0,genus,genus,False,,,,,,False,False,0.0,,,,
268275121,none,,1,0,1,1,0,1,0,species,species,False,,,,owner,True,False,False,0.0,,0.0,,
268384596,other,tribe,1,0,2,2,0,1,1,tribe,tribe,False,tribe,supporting,False,,,False,False,0.0,2.38,,,2.38
268396718,species,species,3,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,1.03,0.0,1.03,1.03
268439979,genus,genus,1,0,3,2,1,2,1,species,genus,True,genus,improving,True,owner,False,False,True,0.0,75.23,0.0,,75.23
268513810,species,species,3,0,3,3,0,1,2,genus,genus,False,species,improving,False,external,True,False,False,0.0,6751.27,6751.27,6751.27,6751.27
268549308,none,,1,0,1,1,0,1,0,species,species,False,,,,owner,True,False,False,0.0,,0.0,,
268630035,species,species,3,1,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,4.73,0.0,4.73,4.73
268697523,species,species,1,0,3,3,0,1,2,genus,genus,False,species,improving,False,external,True,False,False,0.0,0.13,0.13,0.13,0.13
268703560,none,,2,0,1,1,0,1,0,genus,genus,False,,,,,,False,False,0.0,,,,
268761534,species,species,2,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.29,0.0,0.29,0.29
268991533,species,species,3,0,3,3,0,1,2,species,species,False,species,supporting,False,owner,True,False,False,0.0,1.24,0.0,1.24,1.24
268997088,genus,genus,1,0,4,3,1,2,2,species,genus,True,genus,improving,True,owner,False,False,True,0.0,11.19,0.0,,11.19
269078203,species,species,1,1,3,2,1,2,1,species,species,False,species,improving,True,owner,False,True,True,0.0,7.44,0.0,7.44,7.44
269318319,species,species,1,0,3,3,0,1,2,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.26,0.0,0.26,0.26
269425258,none,,1,0,1,1,0,1,0,species,species,False,,,,owner,True,False,False,0.0,,0.0,,
269436894,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,3.2,0.0,3.2,3.2
269470733,species,species,4,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.6,0.0,0.6,0.6
269583701,species,species,2,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,85.17,0.0,85.17,85.17
269646915,genus,genus,1,0,2,2,0,1,1,species,species,False,genus,improving,True,owner,True,False,True,0.0,3291.02,0.0,,3291.02
269815314,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,1.23,0.0,1.23,1.23
270051334,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,7.65,0.0,7.65,7.65
270138344,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.01,0.0,0.01,0.01
270170932,genus,genus,2,0,3,3,0,1,2,family,family,False,genus,improving,False,,,False,False,0.0,607.2,,,607.2
270209310,none,,1,0,1,1,0,1,0,genus,genus,False,,,,,,False,False,2833.45,,,,
270250738,none,,2,0,1,1,0,1,0,species,species,False,,,,owner,True,False,False,0.0,,0.0,,
270273125,species,species,1,0,5,4,1,1,4,genus,genus,False,genus,supporting,False,external,True,False,False,0.0,0.37,0.37,0.37,0.37
270471914,species,species,3,0,3,2,1,2,1,species,species,False,species,improving,True,owner,False,True,True,0.0,11.74,0.0,11.74,11.74
270491929,species,species,3,1,3,2,1,2,1,genus,species,True,species,supporting,False,owner,True,False,False,0.0,2.11,0.1,2.11,2.11
270512811,other,tribe,1,0,2,2,0,1,1,tribe,tribe,False,genus,leading,False,,,False,False,0.0,0.07,,,0.07
270702443,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.59,0.0,0.59,0.59
270924358,species,species,2,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,9561.79,0.0,9561.79,9561.79
271099846,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,101.53,0.0,101.53,101.53
271444756,none,,5,0,1,1,0,1,0,species,species,False,,,,owner,True,False,False,0.0,,0.0,,
271551404,species,species,1,1,4,3,1,2,2,genus,species,True,species,improving,False,external,True,False,False,0.0,98.72,98.72,98.72,98.72
271559312,none,,3,1,1,1,0,1,0,species,species,False,,,,owner,True,False,False,0.0,,0.0,,
271569547,species,species,1,0,3,3,0,1,2,genus,genus,False,species,improving,False,external,True,False,False,0.0,5278.87,5278.87,5278.87,5278.87
271668984,species,species,2,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,4776.32,0.0,4776.32,4776.32
271794188,species,species,2,1,3,3,0,1,2,species,species,False,species,supporting,False,owner,True,False,False,0.0,1.36,0.0,1.36,1.36
271891247,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.26,0.0,0.26,0.26
272011885,none,,2,0,1,1,0,1,0,genus,genus,False,,,,,,False,False,0.0,,,,
272079774,genus,genus,3,0,3,3,0,1,2,tribe,tribe,False,genus,improving,False,external,True,False,False,0.0,487.89,11536.05,11536.05,487.89
272092983,species,species,2,0,3,2,1,2,1,family,species,True,species,improving,False,external,True,False,False,0.0,605.01,605.01,605.01,605.01
272170459,species,species,4,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,475.62,0.0,475.62,475.62
272436293,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,1.06,0.0,1.06,1.06
272645098,other,tribe,1,0,4,3,1,0,4,,,False,order,improving,,,,False,True,,1792.48,,,
272820365,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.21,0.0,0.21,0.21
272844652,species,species,2,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.63,0.0,0.63,0.63
273174158,species,species,2,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,6308.67,0.0,6308.67,6308.67
273221394,species,species,6,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.91,0.0,0.91,0.91
273238378,none,,4,0,1,1,0,1,0,species,species,False,,,,owner,True,False,False,0.0,,0.0,,
273324331,none,,4,0,1,1,0,0,1,,,False,subfamily,leading,,,,False,False,,1313.57,,,
273587974,none,,2,0,1,1,0,1,0,species,species,False,,,,owner,True,False,False,0.0,,0.0,,
273802438,none,,1,0,1,1,0,0,1,,,False,family,leading,,,,False,False,,1.0,,,
273811017,none,,4,0,1,1,0,1,0,species,species,False,,,,owner,True,False,False,0.0,,0.0,,
273923562,none,,1,0,1,1,0,1,0,genus,genus,False,,,,,,False,False,0.0,,,,
273977038,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,4.14,0.0,4.14,4.14
274060998,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.53,0.0,0.53,0.53
274113441,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.98,0.0,0.98,0.98
274167599,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.02,2.93,0.02,2.93,2.91
274426002,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.67,0.0,0.67,0.67
274491442,genus,genus,1,0,3,3,0,1,2,tribe,tribe,False,genus,improving,False,,,False,False,0.0,6683.93,,,6683.93
274729878,species,species,1,0,3,3,0,1,2,genus,genus,False,species,improving,False,external,True,False,False,0.0,5.36,5.36,5.36,5.36
274784638,other,tribe,1,1,2,2,0,1,1,tribe,tribe,False,tribe,supporting,False,,,False,False,0.0,154.28,,,154.28
274802538,species,species,2,0,3,2,1,2,1,species,species,False,species,improving,True,owner,False,True,True,0.0,1.41,0.0,1.41,1.41
274833755,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.79,0.0,0.79,0.79
274843237,none,,1,0,1,1,0,1,0,species,species,False,,,,owner,True,False,False,0.0,,0.0,,
274858828,species,species,2,0,3,3,0,1,2,genus,genus,False,species,improving,False,external,True,False,False,0.0,0.36,0.36,0.36,0.36
274871083,none,,1,0,1,1,0,0,1,,,False,subfamily,leading,,,,False,False,,2677.73,,,
274934289,genus,genus,2,0,2,2,0,1,1,genus,genus,False,species,leading,False,external,True,False,False,0.0,174.7,174.7,174.7,174.7
275004172,none,,1,0,1,1,0,1,0,species,species,False,,,,owner,True,False,False,0.0,,0.0,,
275028836,species,species,2,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,8609.13,0.0,8609.13,8609.13
275171881,species,species,1,1,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.08,0.0,0.08,0.08
275387093,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.46,0.0,0.46,0.46
275387926,genus,genus,1,0,2,2,0,1,1,species,species,False,genus,improving,True,owner,True,False,True,0.0,5814.59,0.0,,5814.59
275554975,none,,3,0,1,1,0,1,0,genus,genus,False,,,,,,False,False,0.0,,,,
275619123,species,species,3,0,3,2,1,2,1,genus,species,True,species,supporting,False,owner,True,False,False,0.0,56.58,2.22,56.58,56.58
275917553,none,,1,0,1,1,0,1,0,species,species,False,,,,owner,True,False,False,0.0,,0.0,,
276325895,none,,1,0,1,1,0,1,0,subfamily,subfamily,False,,,,,,False,False,0.0,,,,
276508818,none,,3,0,1,1,0,1,0,family,family,False,,,,,,False,False,0.0,,,,
276517834,species,species,3,0,3,2,1,2,1,genus,species,True,species,improving,False,external,True,False,False,0.0,3559.06,3559.06,3559.06,3559.06
276790372,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.38,0.0,0.38,0.38
276982400,species,species,1,0,3,3,0,1,2,species,species,False,species,supporting,False,owner,True,False,False,0.0,5719.57,0.0,5719.57,5719.57
277044773,species,species,1,0,3,3,0,1,2,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.34,0.0,0.34,0.34
277541867,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.13,0.0,0.13,0.13
277713513,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,1275.15,0.0,1275.15,1275.15
277723724,species,species,1,0,3,2,1,2,1,genus,species,True,species,improving,False,external,True,False,False,0.0,19.66,19.66,19.66,19.66
277733002,species,species,4,0,3,3,0,1,2,species,species,False,species,supporting,False,owner,True,False,False,0.0,537.2,0.0,537.2,537.2
277857917,other,tribe,2,0,2,2,0,1,1,tribe,tribe,False,tribe,supporting,False,,,False,False,0.0,165.81,,,165.81
277934180,none,,1,0,1,1,0,1,0,genus,genus,False,,,,,,False,False,0.0,,,,
277978971,species,species,2,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.25,0.0,0.25,0.25
277995621,genus,genus,3,0,3,3,0,1,2,family,family,False,genus,improving,False,,,False,False,0.0,1.51,,,1.51
278114659,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,4599.15,0.0,4599.15,4599.15
278174635,species,species,1,0,3,3,0,1,2,subtribe,subtribe,False,species,improving,False,external,True,False,False,0.0,3445.92,3445.92,3445.92,3445.92
278230297,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,5.86,0.0,5.86,5.86
278533583,species,species,2,0,3,2,1,2,1,genus,species,True,species,improving,False,external,True,False,False,0.0,69.39,69.39,69.39,69.39
278584861,species,species,2,0,3,3,0,1,2,species,species,False,species,supporting,False,owner,True,False,False,0.0,6.57,0.0,6.57,6.57
278703254,species,species,2,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,2936.83,0.0,2936.83,2936.83
278706967,other,subfamily,3,0,2,2,0,1,1,subfamily,subfamily,False,genus,leading,False,,,False,False,0.0,1252.57,,,1252.57
279044480,species,species,1,0,3,3,0,1,2,genus,genus,False,species,improving,False,external,True,False,False,0.0,1.5,1.5,1.5,1.5
279180862,species,species,1,1,3,3,0,1,2,genus,genus,False,species,improving,False,external,True,False,False,0.0,0.62,0.62,0.62,0.62
279241814,none,,1,1,1,1,0,1,0,subfamily,subfamily,False,,,,,,False,False,0.0,,,,
279254323,other,tribe,2,0,2,2,0,1,1,species,species,False,genus,leading,True,owner,True,False,True,0.0,1.17,0.0,,1.17
279438422,genus,genus,3,0,2,2,0,1,1,species,species,False,genus,improving,True,owner,True,False,True,0.0,3632.99,0.0,,3632.99
279440446,none,,1,0,1,1,0,1,0,species,species,False,,,,owner,True,False,False,0.0,,0.0,,
279700217,genus,genus,2,0,2,2,0,1,1,species,species,False,genus,improving,True,owner,True,False,True,0.0,5588.45,0.0,,5588.45
279704169,other,tribe,1,0,2,2,0,1,1,species,species,False,species,leading,True,owner,True,False,True,0.0,1892.94,0.0,1892.94,1892.94
279752766,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.33,0.0,0.33,0.33
279784469,genus,genus,1,0,2,2,0,1,1,genus,genus,False,genus,supporting,False,,,False,False,0.0,6516.65,,,6516.65
279800453,species,species,2,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,10987.98,0.0,10987.98,10987.98
279816961,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,10.2,0.0,10.2,10.2
279909124,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,5769.26,0.0,5769.26,5769.26
280031638,species,species,2,0,3,3,0,1,2,genus,genus,False,species,improving,False,external,True,False,False,0.0,0.39,0.39,0.39,0.39
280054489,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,6119.98,0.0,6119.98,6119.98
280346947,other,tribe,1,0,3,2,1,1,2,genus,genus,False,genus,leading,False,,,False,True,0.0,5852.21,,,5852.21
280401882,species,species,1,0,4,3,1,2,2,species,species,False,species,improving,True,owner,False,True,True,0.0,1.08,0.0,1.08,1.08
280411484,genus,genus,3,0,3,3,0,1,2,species,species,False,genus,improving,True,owner,True,False,True,0.0,28.02,0.0,,28.02
280636911,none,,1,1,1,1,0,1,0,genus,genus,False,,,,,,False,False,0.0,,,,
280767739,genus,genus,1,1,2,2,0,1,1,species,species,False,genus,improving,True,owner,True,False,True,0.0,17.1,0.0,,17.1
280786024,species,species,3,0,3,3,0,1,2,species,species,False,species,supporting,False,owner,True,False,False,0.0,1.03,0.0,1.03,1.03
280850886,genus,genus,1,0,3,3,0,1,2,genus,genus,False,genus,supporting,False,,,False,False,0.0,0.11,,,0.11
280970267,species,species,1,0,3,3,0,1,2,genus,genus,False,species,improving,False,external,True,False,False,0.0,3.76,3.76,3.76,3.76
281011525,genus,genus,1,2,4,4,0,1,3,subfamily,subfamily,False,genus,improving,False,,,False,False,0.0,1.22,,,1.22
281092599,species,species,2,1,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,6.08,0.0,6.08,6.08
281146463,none,,3,0,1,1,0,1,0,tribe,tribe,False,,,,,,False,False,0.0,,,,
281714145,species,species,1,0,3,3,0,0,3,,,False,genus,improving,,external,True,False,False,,3819.04,3821.43,3821.43,
281831780,none,,1,0,1,1,0,1,0,subfamily,subfamily,False,,,,,,False,False,0.0,,,,
281857051,species,species,1,0,4,3,1,2,2,genus,species,True,species,improving,False,external,True,False,False,0.0,4.61,4.61,4.61,4.61
282075891,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,70.22,0.0,70.22,70.22
282283796,genus,genus,1,0,4,3,1,2,2,genus,genus,False,genus,improving,True,,,True,True,0.0,0.82,,,0.82
282327887,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,2.65,0.0,2.65,2.65
282338451,species,species,1,0,3,2,1,2,1,genus,species,True,species,improving,False,external,True,False,False,0.0,4.43,4.43,4.43,4.43
282439360,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.03,0.0,0.03,0.03
282635915,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,2.94,0.0,2.94,2.94
282735325,none,,2,0,1,1,0,1,0,genus,genus,False,,,,,,False,False,0.0,,,,
282750737,genus,genus,1,0,3,2,1,2,1,species,genus,True,genus,improving,True,owner,False,True,True,0.0,5.3,0.0,,5.3
282772191,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,3.29,0.0,3.29,3.29
282793316,species,species,3,2,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.07,0.0,0.07,0.07
282852420,species,species,2,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,24.96,0.0,24.96,24.96
282916796,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.06,0.0,0.06,0.06
282919677,none,,1,0,1,1,0,1,0,genus,genus,False,,,,,,False,False,0.0,,,,
283010736,species,species,2,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.88,3.41,0.88,3.41,2.53
283226272,genus,genus,1,0,3,3,0,1,2,family,family,False,genus,improving,False,,,False,False,0.0,11.06,,,11.06
283275770,genus,genus,3,0,2,2,0,1,1,genus,genus,False,species,leading,False,external,True,False,False,0.0,0.51,0.51,0.51,0.51
283377736,species,species,1,0,3,3,0,1,2,genus,genus,False,species,improving,False,external,True,False,False,0.0,4628.26,4628.26,4628.26,4628.26
283383405,none,,1,0,1,1,0,1,0,tribe,tribe,False,,,,,,False,False,5.94,,,,
283409340,none,,1,0,1,1,0,1,0,genus,genus,False,,,,,,False,False,0.0,,,,
283424238,species,species,1,0,3,2,1,1,2,species,species,False,species,supporting,False,owner,True,False,False,0.0,1.26,0.0,1.26,1.26
283444811,species,species,1,0,3,2,1,2,1,species,species,False,species,improving,True,owner,False,True,True,0.0,13.01,0.0,13.01,13.01
283690028,species,species,2,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,2.38,0.0,2.38,2.38
283845245,species,species,2,2,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,3413.94,0.0,3413.94,3413.94
283996318,other,class,1,0,2,2,0,1,1,class,class,False,subfamily,leading,False,,,False,False,0.0,16.25,,,16.25
284155040,species,species,1,1,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.16,0.0,0.16,0.16
284341244,genus,genus,2,0,2,2,0,1,1,genus,genus,False,species,leading,False,external,True,False,False,0.0,0.03,0.03,0.03,0.03
284343688,genus,genus,1,1,2,2,0,1,1,genus,genus,False,genus,supporting,False,,,False,False,0.0,5655.57,,,5655.57
284501321,genus,genus,2,0,3,2,1,2,1,subtribe,genus,True,genus,improving,False,,,False,False,0.0,0.51,,,0.51
284773792,species,species,5,0,3,2,1,2,1,species,species,False,species,improving,True,owner,False,True,True,0.0,5622.94,0.0,5622.94,5622.94
284774913,genus,genus,2,0,4,4,0,1,3,genus,genus,False,subfamily,improving,,,,False,False,264.89,42.79,,,-222.11
284912497,species,species,3,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,566.55,0.0,566.55,566.55
285239032,species,species,3,1,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,240.45,0.0,240.45,240.45
285313388,other,subfamily,3,0,3,2,1,2,1,family,subfamily,True,subfamily,improving,False,,,False,False,0.0,76.17,,,76.17
285550810,species,species,3,0,3,3,0,1,2,genus,genus,False,species,improving,False,external,True,False,False,0.0,147.73,147.73,147.73,147.73
285578939,none,,1,1,1,1,0,1,0,family,family,False,,,,,,False,False,0.0,,,,
285642403,species,species,1,0,3,3,0,1,2,species,species,False,species,supporting,False,owner,True,False,False,0.0,2.38,0.0,2.38,2.38
285692490,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.38,0.0,0.38,0.38
285740129,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,2.42,0.0,2.42,2.42
285756633,other,tribe,1,0,3,3,0,0,3,,,False,family,improving,,,,False,False,,12.79,,,
285972390,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.18,0.0,0.18,0.18
285972768,species,species,1,0,3,3,0,1,2,genus,genus,False,species,improving,False,external,True,False,False,0.0,3.15,3.15,3.15,3.15
286022617,none,,5,0,1,1,0,1,0,species,species,False,,,,owner,True,False,False,0.0,,0.0,,
286233960,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,0.03,0.0,0.03,0.03
286285555,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,13.34,0.0,13.34,13.34
286313759,genus,genus,1,0,2,2,0,1,1,genus,genus,False,species,leading,False,external,True,False,False,0.0,8394.62,8394.62,8394.62,8394.62
286593165,genus,genus,2,1,3,3,0,1,2,tribe,tribe,False,genus,improving,False,,,False,False,0.0,23.31,,,23.31
286735086,species,species,3,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,8.34,0.0,8.34,8.34
286761952,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,5089.68,0.0,5089.68,5089.68
286770200,other,class,1,0,2,2,0,0,2,,,False,class,improving,,,,False,False,,0.02,,,
286850683,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,1.09,0.0,1.09,1.09
287010415,none,,3,0,1,1,0,1,0,species,species,False,,,,owner,True,False,False,6.88,,6.88,,
287043841,none,,2,0,1,1,0,1,0,genus,genus,False,,,,,,False,False,0.0,,,,
287405423,species,species,1,0,3,3,0,1,2,genus,genus,False,species,improving,False,external,True,False,False,0.0,25.86,25.86,25.86,25.86
287532012,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,7.54,0.0,7.54,7.54
287548706,genus,genus,2,0,3,3,0,1,2,species,species,False,genus,improving,True,owner,True,False,True,0.0,5.83,0.0,,5.83
287822483,none,,2,0,1,1,0,1,0,species,species,False,,,,owner,True,False,False,0.0,,0.0,,
287869205,genus,genus,1,0,2,2,0,1,1,genus,genus,False,genus,supporting,False,,,False,False,0.0,462.96,,,462.96
287884096,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,20.27,21.2,20.27,21.2,0.93
287906291,none,,1,0,1,1,0,1,0,species,species,False,,,,owner,True,False,False,0.0,,0.0,,
288011623,species,species,1,0,3,3,0,1,2,genus,genus,False,species,improving,False,external,True,False,False,0.0,0.75,0.75,0.75,0.75
288022063,other,complex,1,1,3,3,0,1,2,tribe,tribe,False,complex,improving,False,,,False,False,0.0,0.57,,,0.57
288211694,species,species,1,0,3,3,0,1,2,family,family,False,species,improving,False,external,True,False,False,0.0,0.88,0.88,0.88,0.88
288234453,species,species,1,0,3,3,0,1,2,family,family,False,species,improving,False,external,True,False,False,0.0,5301.76,5301.76,5301.76,5301.76
288429637,species,species,1,0,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,2.6,0.0,2.6,2.6
288472814,species,species,2,1,2,2,0,1,1,species,species,False,species,supporting,False,owner,True,False,False,0.0,1007.08,0.0,1007.08,1007.08
288473417,species,species,1,0,3,3,0,1,2,genus,genus,False,species,improving,False,external,True,False,False,0.0,15.9,15.9,15.9,15.9
288722171,genus,genus,1,0,3,2,1,2,1,species,genus,True,genus,improving,True,owner,False,False,True,0.0,5374.87,0.0,,5374.87
288885839,species,species,1,0,3,3,0,1,2,genus,genus,False,species,improving,False,external,True,False,False,0.0,0.38,0.38,0.38,0.38
289010143,other,family,4,0,3,3,0,1,2,class,class,False,family,improving,False,,,False,False,0.0,3.3,,,3.3
